0.8247133, 0.1005642
0.8257545, 0.1005642
0.8267722, 0.0305642
0.8273909, 0.0305642
0.8283151, 0.0805642
0.8352692, 0.0805642
0.8352178, 0.0705642
0.8351914, 0.0705642
0.8348718, 0.0455642
0.8328907, 0.1155642
0.8301213, 0.1055642
0.8291033, 0.1055642
0.8282489, 0.1055642
0.8255954, 0.0455642
0.8082720, 0.0955642
0.8081719, 0.0955642
0.8078684, 0.0955642
0.8077429, 0.0955642
0.8076423, 0.0955642
0.8056202, 0.0605642
0.8045517, 0.0605642
0.8026521, 0.0355642
0.8016975, 0.0355642
0.7999228, 0.0505642
0.7860659, 0.0605642
0.7860836, 0.0605642
0.7860953, 0.0605642
0.7861258, 0.0905642
0.7854717, 0.0055642
0.7851886, 0.0055642
0.7844743, 0.0205642
0.7838492, 0.0455642
0.7767416, 0.0455642
0.7749309, 0.0455642
0.7711021, 0.0305642
0.7691253, 0.0655642
0.7430705, 0.0655642
0.7428040, 0.0655642
0.7425594, 0.0255642
0.7424107, 0.0255642
0.7395892, 0.0905642
0.7392861, 0.0905642
0.7389642, 0.0905642
0.7388118, 0.0955642
0.7376986, 0.0105642
0.7378361, 0.0505642
0.7380445, 0.0205642
0.7383331, 0.0205642
0.7387248, 0.0505642
0.7361217, 0.1005642
0.7346761, 0.1005642
0.7327840, 0.0505642
0.7203526, 0.0805642
0.7201620, 0.0805642
0.7198166, 0.0405642
0.7194815, 0.0405642
0.7190125, 0.0455642
0.7144992, 0.0455642
0.7123794, 0.0155642
0.7091348, 0.0155642
0.7075996, 0.0955642
0.6962597, 0.0555642
0.6959476, 0.0555642
0.6954332, 0.0005642
0.6950106, 0.1055642
0.6890412, 0.0505642
0.6875087, 0.0505642
0.6852295, 0.0305642
0.6801762, 0.0305642
0.6708128, 0.0405642
0.6688673, 0.0405642
0.6681583, 0.0405642
0.6677006, 0.0405642
0.6671088, 0.0405642
0.6595089, -0.0294358
0.6525745, 0.0205642
0.6509223, 0.0205642
0.6486247, 0.0205642
0.6463981, -0.0094358
0.6443867, -0.0094358
0.6423194, -0.0094358
0.6064673, -0.0094358
0.6041632, 0.0805642
0.6021737, 0.0805642
0.6012784, 0.0805642
0.6002279, 0.0805642
0.5985924, 0.0805642
0.5971533, 0.0005642
0.5959772, 0.0005642
0.5735374, 0.0005642
0.5707828, 0.0555642
0.5692509, 0.0555642
0.5673713, 0.0555642
0.5650315, 0.0055642
0.5635744, 0.0055642
0.5561478, 0.0055642
0.5539139, 0.0455642
0.5524985, 0.0455642
0.5515519, 0.0455642
0.5491897, 0.0105642
0.5480342, 0.0105642
0.5463813, 0.0105642
0.5445581, 0.0105642
0.5416926, 0.0355642
0.5404410, 0.0355642
0.5403632, 0.0355642
0.5401462, 0.0405642
0.5400345, 0.0405642
0.5399447, 0.0405642
0.5398298, 0.0405642
0.5396592, 0.0405642
0.5365812, 0.0205642
0.5337438, 0.0205642
0.5323506, 0.0205642
0.5298490, 0.0205642
0.5279836, 0.0105642
0.5086501, 0.0105642
0.5073105, 0.0155642
0.5072040, 0.0155642
0.5070393, 0.0155642
0.5069332, 0.0155642
0.5068661, 0.0155642
0.5067450, 0.0155642
0.5040671, 0.0555642
0.5025171, 0.0555642
0.5010244, 0.0555642
0.4995783, 0.0055642
0.4986084, 0.0055642
0.4969064, 0.0055642
0.4946162, 0.0555642
0.4772332, -0.0044358
0.4764647, -0.0044358
0.4756885, -0.0044358
0.4749003, -0.0044358
0.4726631, 0.0355642
0.4588157, 0.0605642
0.4579861, 0.0605642
