-0.9103795, -0.0607464
-0.9103795, -0.0707464
-0.9103795, -0.0707464
-0.9103795, -0.0607464
-0.9103795, -0.0607464
-0.9103795, -0.0607464
-0.9103795, -0.1007464
-0.9103795, -0.1007464
-0.9103795, -0.1107464
-0.9103795, -0.0957464
-0.9103795, -0.0957464
-0.9103795, -0.0957464
-0.9103795, -0.1457464
-0.9103795, -0.1457464
-0.9103795, -0.0807464
-0.9103795, -0.0807464
-0.9103795, -0.0807464
-0.9103795, -0.1207464
-0.9103795, -0.1207464
-0.9205924, -0.1507464
-0.9220092, -0.1507464
-0.9241460, -0.1057464
-0.9269145, -0.1057464
-0.9293696, -0.1557464
-0.9306575, -0.1557464
-0.9334099, -0.1457464
-0.9352539, -0.1457464
-0.9379671, -0.2007464
-0.9416013, -0.2007464
-0.9418483, -0.2007464
-0.9421029, -0.1257464
-0.9423391, -0.1257464
-0.9427469, -0.0957464
-0.9430451, -0.1407464
-0.9432757, -0.1407464
-0.9435461, -0.1807464
-0.9716035, -0.2207464
-0.9762643, -0.1407464
-0.9785413, -0.1407464
-0.9811200, -0.2007464
-0.9917852, -0.2007464
-0.9929032, -0.2007464
-0.9951972, -0.1757464
-0.9974774, -0.1757464
-0.9984060, -0.1757464
-1.0008640, -0.2357464
-1.0024538, -0.2357464
-1.0033920, -0.2357464
-1.0054246, -0.2357464
-1.0078091, -0.1857464
-1.0090959, -0.1857464
-1.0109210, -0.1857464
-1.0142991, -0.1957464
-1.0297988, -0.1957464
-1.0365656, -0.2457464
-1.0395362, -0.2457464
-1.0431383, -0.2557464
-1.0453724, -0.2557464
-1.0481593, -0.2657464
-1.0515326, -0.2657464
-1.0530687, -0.2657464
-1.0558050, -0.2657464
-1.0585037, -0.2157464
-1.0603022, -0.2157464
-1.0646229, -0.2157464
-1.0799549, -0.2157464
-1.0858179, -0.2757464
-1.0871057, -0.2757464
-1.0887551, -0.2757464
-1.0919732, -0.2607464
-1.0936619, -0.2607464
-1.0956368, -0.2607464
-1.0997164, -0.2707464
-1.1013453, -0.2707464
-1.1033877, -0.2707464
-1.1064748, -0.2807464
-1.1086618, -0.2807464
-1.1109196, -0.2807464
-1.1192981, -0.2707464
-1.1208121, -0.2707464
-1.1224625, -0.2857464
-1.1232161, -0.2857464
-1.1237454, -0.2857464
-1.1249292, -0.2807464
-1.1255837, -0.2807464
-1.1263591, -0.2807464
-1.1274808, -0.3157464
-1.1284616, -0.3157464
-1.1293061, -0.3157464
-1.1309480, -0.2457464
-1.1367651, -0.2457464
-1.1387603, -0.3007464
-1.1392292, -0.3007464
-1.1401073, -0.3007464
-1.1414555, -0.2557464
-1.1421634, -0.2557464
-1.1430474, -0.2557464
-1.1442461, -0.2757464
-1.1447931, -0.2757464
-1.1453983, -0.2757464
-1.1571400, -0.3457464
-1.1585131, -0.3457464
-1.1630093, -0.3457464
-1.1642122, -0.3457464
-1.1653331, -0.3457464
-1.1672155, -0.3657464
-1.1682501, -0.3657464
-1.1691999, -0.3657464
-1.1711497, -0.3357464
-1.1721019, -0.3357464
-1.1729025, -0.3357464
-1.1841305, -0.3607464
-1.1864806, -0.3107464
-1.1874556, -0.3107464
-1.1891362, -0.3107464
-1.1907390, -0.3157464
-1.1917348, -0.3157464
-1.1934187, -0.3757464
-1.1951881, -0.3757464
-1.1961192, -0.3757464
-1.1982473, -0.3707464
-1.2104450, -0.3707464
-1.2154874, -0.2957464
-1.2166563, -0.2957464
-1.2196915, -0.2957464
-1.2218565, -0.3757464
-1.2241342, -0.3757464
-1.2259859, -0.3757464
-1.2287580, -0.3807464
-1.2307888, -0.3707464
-1.2393471, -0.3707464
-1.2396883, -0.3707464
-1.2404824, -0.3707464
-1.2409610, -0.3657464
-1.2418031, -0.3657464
-1.2422372, -0.3657464
-1.2433022, -0.4007464
-1.2436493, -0.4007464
-1.2439891, -0.4007464
-1.2444051, -0.4007464
-1.2456478, -0.3707464
-1.2634795, -0.3707464
-1.2650868, -0.3707464
-1.2668389, -0.3707464
-1.2697933, -0.4057464
-1.2714258, -0.4057464
-1.2733550, -0.4057464
-1.2766564, -0.4057464
-1.2794779, -0.4057464
-1.2815736, -0.3857464
-1.2832172, -0.3857464
-1.2859640, -0.3857464
-1.2909398, -0.4507464
-1.3004038, -0.4507464
